,car_name,company_name,year,price,kms_driven,fuel_type
0,Hyundai Grand i10,Hyundai,2024,850000,3381,Petrol
1,Maruti Suzuki Swift,Maruti,2015,380000,87000,Diesel
2,Hyundai Santro Xing,Hyundai,2011,185000,84967,Petrol
3,Honda WR V,Honda,2021,625000,82000,Petrol
4,Maruti Suzuki Maruti,Maruti,2024,1290000,12500,Hybrid
5,Maruti Suzuki Wagon,Maruti,2015,325000,90000,Petrol
6,Renault Kwid 1.0,Renault,2023,475000,4500,Petrol
7,Maruti Suzuki XL6,Maruti,2021,865000,75000,Petrol
8,Mahindra Quanto C4,Mahindra,2013,275000,94000,Diesel
9,Maruti Suzuki Ertiga,Maruti,2012,610000,58000,Petrol
10,Volvo XC 60,Volvo,2016,1399999,30000,Diesel
11,MG Motors Hector,MG,2021,1400000,39000,Petrol
12,Toyota URBAN CRUISER,Toyota,2024,1049000,1800,Petrol
13,Renault Kwid CLIMBER,Renault,2020,445000,12890,Petrol
14,Tata Tiago XZ,Tata,2020,350000,52000,Petrol
15,Toyota Corolla Altis,Toyota,2012,499999,51500,Petrol
16,Kia Seltos HTK,Kia,2024,1695000,8000,Petrol
17,Honda City 1.5,Honda,2013,499000,36050,Petrol
18,Volkswagen VIRTUS,Volkswagen,2024,2075000,12000,Petrol
19,Maruti Suzuki XL6,Maruti,2024,1450000,8000,Petrol
20,Kia Carens Luxury,Kia,2022,2100000,17000,Diesel
21,Hyundai Creta 1.6,Hyundai,2023,1650000,33900,Diesel
22,Hyundai EXTER,Hyundai,2023,950000,16500,Petrol
23,Toyota Glanza V,Toyota,2024,850000,4200,Petrol
24,Maruti Suzuki Wagon,Maruti,2015,325000,90000,Petrol
25,Renault Kwid 1.0,Renault,2023,475000,4500,Petrol
26,Maruti Suzuki XL6,Maruti,2021,865000,75000,Petrol
27,Mahindra Quanto C4,Mahindra,2013,275000,94000,Diesel
28,Maruti Suzuki Ertiga,Maruti,2012,610000,58000,Petrol
29,Volvo XC 60,Volvo,2016,1399999,30000,Diesel
30,MG Motors Hector,MG,2021,1400000,39000,Petrol
31,Toyota URBAN CRUISER,Toyota,2024,1049000,1800,Petrol
32,Renault Kwid CLIMBER,Renault,2020,445000,12890,Petrol
33,Tata Tiago XZ,Tata,2020,350000,52000,Petrol
34,Toyota Corolla Altis,Toyota,2012,499999,51500,Petrol
35,Kia Seltos HTK,Kia,2024,1695000,8000,Petrol
36,Honda City 1.5,Honda,2013,499000,36050,Petrol
37,Volkswagen VIRTUS,Volkswagen,2024,2075000,12000,Petrol
38,Maruti Suzuki XL6,Maruti,2024,1450000,8000,Petrol
39,Kia Carens Luxury,Kia,2022,2100000,17000,Diesel
40,Hyundai Creta 1.6,Hyundai,2023,1650000,33900,Diesel
41,Hyundai EXTER,Hyundai,2023,950000,16500,Petrol
42,Toyota Glanza V,Toyota,2024,850000,4200,Petrol
43,Skoda Rapid 1.6,Skoda,2015,441000,71000,Diesel
44,Maruti Suzuki Celerio,Maruti,2014,285000,73000,Petrol
45,Ford Fiesta Classic,Ford,2012,229999,46629,Diesel
46,Mahindra XUV700,Mahindra,2024,2525000,31000,Diesel
47,MG Motors Astor,MG,2023,1190000,36000,Petrol
48,Maruti Suzuki Ritz,Maruti,2012,395000,75000,Diesel
49,Mahindra XUV500,Mahindra,2015,800000,70000,Diesel
50,Maruti Suzuki Ciaz,Maruti,2019,825000,10700,Petrol
51,Honda City VX,Honda,2014,490000,57000,Petrol
52,Hyundai Creta 1.6,Hyundai,2016,725000,0,Diesel
53,Toyota Fortuner 4x2,Toyota,2021,3450000,60000,Diesel
54,Honda City V,Honda,2021,925000,57300,Petrol
55,Mahindra Thar,Mahindra,2023,1755000,11000,Petrol
56,Mercedes Benz GLA,Mercedes,2014,1275000,40000,Diesel
57,Honda Amaze 1.2,Honda,2015,445000,29000,Petrol
58,Volkswagen Polo IPL,Volkswagen,2016,595000,45000,Petrol
59,Maruti Suzuki Ertiga,Maruti,2024,1100000,35000,Petrol
60,Maruti Suzuki XL6,Maruti,2021,865000,75000,Petrol
61,Hyundai Creta 1.6,Hyundai,2022,1695000,10500,Petrol
62,MG Motors Gloster,MG,2024,4550000,2265,Diesel
63,Volkswagen Tiguan,Volkswagen,2022,2535000,31000,Petrol
64,Hyundai NEW I20,Hyundai,2024,1230000,17930,Petrol
65,Honda ELEVATE,Honda,2024,1850000,13955,Petrol
66,Volkswagen VIRTUS,Volkswagen,2023,1395000,44500,Petrol
67,Maruti Suzuki Celerio,Maruti,2014,285000,73000,Petrol
68,Ford Fiesta Classic,Ford,2012,229999,46629,Diesel
69,Mahindra XUV700,Mahindra,2024,2525000,31000,Diesel
70,MG Motors Astor,MG,2023,1190000,36000,Petrol
71,Maruti Suzuki Ritz,Maruti,2012,395000,75000,Diesel
72,Mahindra XUV500,Mahindra,2015,800000,70000,Diesel
73,Maruti Suzuki Ciaz,Maruti,2019,825000,10700,Petrol
74,Honda City VX,Honda,2014,490000,57000,Petrol
75,Hyundai Creta 1.6,Hyundai,2016,725000,0,Diesel
76,Toyota Fortuner 4x2,Toyota,2021,3450000,60000,Diesel
77,Honda City V,Honda,2021,925000,57300,Petrol
78,Mahindra Thar,Mahindra,2023,1755000,11000,Petrol
79,Mercedes Benz GLA,Mercedes,2014,1275000,40000,Diesel
80,Honda Amaze 1.2,Honda,2015,445000,29000,Petrol
81,Volkswagen Polo IPL,Volkswagen,2016,595000,45000,Petrol
82,Maruti Suzuki Ertiga,Maruti,2024,1100000,35000,Petrol
83,Maruti Suzuki XL6,Maruti,2021,865000,75000,Petrol
84,Hyundai Creta 1.6,Hyundai,2022,1695000,10500,Petrol
85,MG Motors Gloster,MG,2024,4550000,2265,Diesel
86,Volkswagen Tiguan,Volkswagen,2022,2535000,31000,Petrol
87,Hyundai NEW I20,Hyundai,2024,1230000,17930,Petrol
88,Honda ELEVATE,Honda,2024,1850000,13955,Petrol
89,Volkswagen VIRTUS,Volkswagen,2023,1395000,44500,Petrol
90,Toyota Innova Crysta,Toyota,2022,2250000,90000,Diesel
91,Mahindra Scorpio W,Mahindra,2017,650000,15000,Diesel
92,Honda Jazz V,Honda,2016,395000,81000,Petrol
93,Mahindra Bolero Neo,Mahindra,2023,935000,39000,Diesel
94,Volkswagen Polo Comfortline,Volkswagen,2011,265000,10000,Diesel
95,Hyundai Grand i10,Hyundai,2019,435000,79000,Petrol
96,Mahindra Thar CRDe,Mahindra,2022,1425000,22000,Diesel
97,Audi Q7 45,Audi,2017,3499000,40000,Diesel
98,Audi Q7 45,Audi,2017,3499000,40000,Diesel
99,Mercedes Benz GLC,Mercedes,2017,2750000,74000,Diesel
100,Mercedes Benz GLC,Mercedes,2017,2750000,74000,Diesel
101,Volvo S60 Cross,Volvo,2016,1399000,60000,Diesel
102,Volvo S60 Cross,Volvo,2016,1399000,60000,Diesel
103,BMW 3 Series,BMW,2017,2275000,60000,Diesel
104,BMW 3 Series,BMW,2017,2275000,60000,Diesel
105,Honda City ZX,Honda,2017,645000,50043,Petrol
106,BMW 3 Series,BMW,2020,3300000,21930,Diesel
107,Force Motors Gurkha,Force,2022,1175000,37600,Diesel
108,Volkswagen VIRTUS,Volkswagen,2022,1650000,22000,Petrol
109,Kia Sonet GTX,Kia,2023,1545000,12930,Diesel
110,Mahindra XUV 700,Mahindra,2024,2490000,23000,Diesel
111,Honda City V,Honda,2021,985000,27000,Petrol
112,Skoda Octavia L,Skoda,2020,1495000,75000,Diesel
113,Toyota Corolla Altis,Toyota,2013,425000,20000,Petrol
114,Hyundai Grand i10,Hyundai,2019,435000,79000,Petrol
115,Mahindra Thar CRDe,Mahindra,2022,1425000,22000,Diesel
116,Audi Q7 45,Audi,2017,3499000,40000,Diesel
117,Audi Q7 45,Audi,2017,3499000,40000,Diesel
118,Mercedes Benz GLC,Mercedes,2017,2750000,74000,Diesel
119,Mercedes Benz GLC,Mercedes,2017,2750000,74000,Diesel
120,Volvo S60 Cross,Volvo,2016,1399000,60000,Diesel
121,Volvo S60 Cross,Volvo,2016,1399000,60000,Diesel
122,BMW 3 Series,BMW,2017,2275000,60000,Diesel
123,BMW 3 Series,BMW,2017,2275000,60000,Diesel
124,Honda City ZX,Honda,2017,645000,50043,Petrol
125,BMW 3 Series,BMW,2020,3300000,21930,Diesel
126,Force Motors Gurkha,Force,2022,1175000,37600,Diesel
127,Volkswagen VIRTUS,Volkswagen,2022,1650000,22000,Petrol
128,Kia Sonet GTX,Kia,2023,1545000,12930,Diesel
129,Mahindra XUV 700,Mahindra,2024,2490000,23000,Diesel
130,Honda City V,Honda,2021,985000,27000,Petrol
131,Skoda Octavia L,Skoda,2020,1495000,75000,Diesel
132,Toyota Corolla Altis,Toyota,2013,425000,20000,Petrol
133,BMW 1 Series,BMW,2015,1525000,72000,Diesel
134,BMW 1 Series,BMW,2015,1525000,72000,Diesel
135,BMW 1 Series,BMW,2015,1525000,72000,Diesel
136,Mercedes Benz E,Mercedes,2015,2175000,48000,Diesel
137,Mercedes Benz E,Mercedes,2015,2175000,48000,Diesel
138,Mercedes Benz E,Mercedes,2015,2175000,48000,Diesel
139,Volvo XC 60,Volvo,2012,1399000,89000,Diesel
140,Volvo XC60 D3,Volvo,2012,1399000,89000,Diesel
141,Maruti Suzuki Wagon,Maruti,2007,110000,94000,Petrol
142,Volvo XC 60,Volvo,2012,1399000,89000,Diesel
143,BMW X1 sDrive20d,BMW,2018,1840000,57000,Diesel
144,Mitsubishi Outlander 2.4,Mitsubishi,2012,815000,52000,Petrol
145,Mitsubishi Outlander 2.4,Mitsubishi,2012,815000,52000,Petrol
146,Mitsubishi Outlander 2.4,Mitsubishi,2012,815000,52000,Petrol
147,BMW X1 sDrive20d,BMW,2018,1840000,57000,Diesel
148,BMW X1 sDrive20d,BMW,2015,1450000,56000,Diesel
149,Kia Sonet GTX,Kia,2021,1230000,25000,Petrol
150,Toyota Innova Crysta,Toyota,2018,1399000,70000,Diesel
151,Volkswagen VIRTUS,Volkswagen,2024,2075000,13995,Petrol
152,Maruti Suzuki Swift,Maruti,2018,430000,65000,Diesel
153,Hyundai Verna 1.6,Hyundai,2023,1695000,20750,Petrol
154,Volkswagen VIRTUS,Volkswagen,2023,1680000,2300,Petrol
155,Honda Amaze 1.2,Honda,2021,790000,24352,Petrol
156,Kia Seltos HTK,Kia,2022,1625000,15750,Diesel
157,Mercedes Benz E,Mercedes,2015,2175000,48000,Diesel
158,Mercedes Benz E,Mercedes,2015,2175000,48000,Diesel
159,Mercedes Benz E,Mercedes,2015,2175000,48000,Diesel
160,Volvo XC 60,Volvo,2012,1399000,89000,Diesel
161,Volvo XC60 D3,Volvo,2012,1399000,89000,Diesel
162,Maruti Suzuki Wagon,Maruti,2007,110000,94000,Petrol
163,Volvo XC 60,Volvo,2012,1399000,89000,Diesel
164,BMW X1 sDrive20d,BMW,2018,1840000,57000,Diesel
165,Mitsubishi Outlander 2.4,Mitsubishi,2012,815000,52000,Petrol
166,Mitsubishi Outlander 2.4,Mitsubishi,2012,815000,52000,Petrol
167,Mitsubishi Outlander 2.4,Mitsubishi,2012,815000,52000,Petrol
168,BMW X1 sDrive20d,BMW,2018,1840000,57000,Diesel
169,BMW X1 sDrive20d,BMW,2015,1450000,56000,Diesel
170,Kia Sonet GTX,Kia,2021,1230000,25000,Petrol
171,Toyota Innova Crysta,Toyota,2018,1399000,70000,Diesel
172,Volkswagen VIRTUS,Volkswagen,2024,2075000,13995,Petrol
173,Maruti Suzuki Swift,Maruti,2018,430000,65000,Diesel
174,Hyundai Verna 1.6,Hyundai,2023,1695000,20750,Petrol
175,Volkswagen VIRTUS,Volkswagen,2023,1680000,2300,Petrol
176,Honda Amaze 1.2,Honda,2021,790000,24352,Petrol
177,Kia Seltos HTK,Kia,2022,1625000,15750,Diesel
178,BMW X1 sDrive20d,BMW,2018,1840000,57000,Diesel
179,BMW X1 sDrive20d,BMW,2015,1450000,56000,Diesel
180,BMW X1 sDrive20d,BMW,2015,1450000,56000,Diesel
181,Mercedes Benz E,Mercedes,2009,625000,0,Diesel
182,Mercedes Benz E,Mercedes,2009,625000,0,Diesel
183,Mercedes Benz E,Mercedes,2009,625000,0,Diesel
184,Mercedes Benz E,Mercedes,2009,625000,0,Diesel
185,Mercedes Benz E,Mercedes,2009,625000,0,Diesel
186,BMW 5 Series,BMW,2012,970000,10000,Diesel
187,BMW 5 Series,BMW,2012,970000,10000,Diesel
188,BMW 5 Series,BMW,2012,970000,10000,Diesel
189,Toyota Fortuner 3.0,Toyota,2011,900000,55000,Diesel
190,Maruti Suzuki Eeco,Maruti,2024,675000,6500,Petrol
191,Hyundai i20 Sportz,Hyundai,2021,625000,29500,Petrol
192,Mercedes Benz C,Mercedes,1996,650000,79000,Petrol
193,Mahindra Thar CRDe,Mahindra,2015,650000,71000,Diesel
194,Honda Amaze 1.2,Honda,2024,995000,3650,Petrol
195,Mahindra XUV 300,Mahindra,2021,749000,47000,Diesel
196,Lexus NX 300h,Lexus,2018,3590000,61000,Hybrid
197,Mahindra XUV500,Mahindra,2017,749000,55000,Diesel
198,Toyota Yaris VX,Toyota,2018,695000,67000,Petrol
199,MG Motors Hector,MG,2022,1399000,41000,Diesel
200,Hyundai NEW I20,Hyundai,2022,1130000,28950,Petrol
201,Lexus ES 300h,Lexus,2023,4490000,38000,Petrol
202,BMW X1 sDrive20d,BMW,2015,1450000,56000,Diesel
203,Mercedes Benz E,Mercedes,2009,625000,0,Diesel
204,Mercedes Benz E,Mercedes,2009,625000,0,Diesel
205,Mercedes Benz E,Mercedes,2009,625000,0,Diesel
206,Mercedes Benz E,Mercedes,2009,625000,0,Diesel
207,Mercedes Benz E,Mercedes,2009,625000,0,Diesel
208,BMW 5 Series,BMW,2012,970000,10000,Diesel
209,BMW 5 Series,BMW,2012,970000,10000,Diesel
210,BMW 5 Series,BMW,2012,970000,10000,Diesel
211,Toyota Fortuner 3.0,Toyota,2011,900000,55000,Diesel
212,Maruti Suzuki Eeco,Maruti,2024,675000,6500,Petrol
213,Hyundai i20 Sportz,Hyundai,2021,625000,29500,Petrol
214,Mercedes Benz C,Mercedes,1996,650000,79000,Petrol
215,Mahindra Thar CRDe,Mahindra,2015,650000,71000,Diesel
216,Honda Amaze 1.2,Honda,2024,995000,3650,Petrol
217,Mahindra XUV 300,Mahindra,2021,749000,47000,Diesel
218,Lexus NX 300h,Lexus,2018,3590000,61000,Hybrid
219,Mahindra XUV500,Mahindra,2017,749000,55000,Diesel
220,Toyota Yaris VX,Toyota,2018,695000,67000,Petrol
221,MG Motors Hector,MG,2022,1399000,41000,Diesel
222,Hyundai NEW I20,Hyundai,2022,1130000,28950,Petrol
223,Lexus ES 300h,Lexus,2023,4490000,38000,Petrol
224,Maruti Suzuki Swift,Maruti,2015,375000,43000,Petrol
225,Ford Figo Duratec,Ford,2010,160000,95600,Petrol
226,Volkswagen Vento Highline,Volkswagen,2013,325000,89000,Diesel
227,Mercedes Benz E,Mercedes,1996,1000000,15000,Petrol
228,BMW X1 xDrive20d,BMW,2013,750000,88000,Diesel
229,Mercedes Benz E,Mercedes,1996,1000000,15000,Petrol
230,Mercedes Benz E,Mercedes,2015,1475000,52200,Diesel
231,Audi Q7 3.0,Audi,2012,1150000,70323,Diesel
232,Mercedes Benz E,Mercedes,2015,1325000,75000,Petrol
233,Mercedes Benz GL,Mercedes,2010,1125000,2000,Diesel
234,Maruti Suzuki Swift,Maruti,2012,310000,2000,Petrol
235,Mercedes Benz E,Mercedes,1996,1000000,15000,Petrol
236,Skoda Superb L,Skoda,2019,2100000,70000,Diesel
237,Mahindra TUV300 T8,Mahindra,2017,799000,50000,Diesel
238,Maruti Suzuki Alto,Maruti,2013,145000,81000,Petrol
239,Maruti Suzuki Ertiga,Maruti,2016,750000,70000,Petrol
240,Mercedes Benz GLA,Mercedes,2018,1725000,54000,Petrol
241,Honda City VX,Honda,2024,1420000,9500,Petrol
242,Ford Fiesta 1.6,Ford,2011,220000,400,Petrol
243,Tata Tigor Revotron,Tata,2018,475000,34000,Petrol
244,Volkswagen Vento Highline,Volkswagen,2015,575000,66000,Petrol
245,Hyundai Verna Fluidic,Hyundai,2017,370000,30340,Diesel
246,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
247,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
248,Mercedes Benz E,Mercedes,2015,1475000,52200,Diesel
249,Audi Q7 3.0,Audi,2012,1150000,70323,Diesel
250,Mercedes Benz E,Mercedes,2015,1325000,75000,Petrol
251,Mercedes Benz GL,Mercedes,2010,1125000,2000,Diesel
252,Maruti Suzuki Swift,Maruti,2012,310000,2000,Petrol
253,Mercedes Benz E,Mercedes,1996,1000000,15000,Petrol
254,Skoda Superb L,Skoda,2019,2100000,70000,Diesel
255,Mahindra TUV300 T8,Mahindra,2017,799000,50000,Diesel
256,Maruti Suzuki Alto,Maruti,2013,145000,81000,Petrol
257,Maruti Suzuki Ertiga,Maruti,2016,750000,70000,Petrol
258,Mercedes Benz GLA,Mercedes,2018,1725000,54000,Petrol
259,Honda City VX,Honda,2024,1420000,9500,Petrol
260,Ford Fiesta 1.6,Ford,2011,220000,400,Petrol
261,Tata Tigor Revotron,Tata,2018,475000,34000,Petrol
262,Volkswagen Vento Highline,Volkswagen,2015,575000,66000,Petrol
263,Hyundai Verna Fluidic,Hyundai,2017,370000,30340,Diesel
264,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
265,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
266,Hyundai Verna Fluidic,Hyundai,2016,600000,88000,Petrol
267,Maruti Suzuki Ertiga,Maruti,2016,690000,16500,Petrol
268,Toyota Etios G,Toyota,2012,175000,54272,Petrol
269,Audi Q3 35,Audi,2014,1099000,50000,Diesel
270,Maruti Suzuki Vitara,Maruti,2023,1055000,76000,Petrol
271,Hyundai Verna 1.4,Hyundai,2017,625000,59000,Petrol
272,Chevrolet Tavera B2,Chevrolet,2015,455000,29000,Diesel
273,Hyundai Verna 1.6,Hyundai,2018,660000,47500,Petrol
274,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
275,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
276,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
277,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
278,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
279,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
280,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
281,Hyundai Fluidic Verna,Hyundai,2013,650000,77000,Petrol
282,Maruti Suzuki Vitara,Maruti,2017,470000,30000,Diesel
283,Hyundai Santro Xing,Hyundai,2008,210000,95000,Petrol
284,Maruti Suzuki BREZZA,Maruti,2021,640000,84000,CNG
285,Maruti Suzuki BREZZA,Maruti,2021,640000,84000,CNG
286,Hyundai Xcent SX,Hyundai,2017,421000,80000,Petrol
287,Mahindra XUV500,Mahindra,2012,550000,50000,Diesel
288,Maruti Suzuki Wagon,Maruti,2012,130000,63000,CNG
289,Maruti Suzuki Vitara,Maruti,2023,1055000,76000,Petrol
290,Hyundai Verna 1.4,Hyundai,2017,625000,59000,Petrol
291,Chevrolet Tavera B2,Chevrolet,2015,455000,29000,Diesel
292,Hyundai Verna 1.6,Hyundai,2018,660000,47500,Petrol
293,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
294,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
295,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
296,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
297,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
298,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
299,Jeep Compass Limited,Jeep,2017,1750000,31000,Diesel
300,Hyundai Fluidic Verna,Hyundai,2013,650000,77000,Petrol
301,Maruti Suzuki Vitara,Maruti,2017,470000,30000,Diesel
302,Hyundai Santro Xing,Hyundai,2008,210000,95000,Petrol
303,Maruti Suzuki BREZZA,Maruti,2021,640000,84000,CNG
304,Maruti Suzuki BREZZA,Maruti,2021,640000,84000,CNG
305,Hyundai Xcent SX,Hyundai,2017,421000,80000,Petrol
306,Mahindra XUV500,Mahindra,2012,550000,50000,Diesel
307,Maruti Suzuki Wagon,Maruti,2012,130000,63000,CNG
308,Toyota Corolla H1,Toyota,2007,200000,96000,Petrol
309,Mahindra Bolero DI,Mahindra,2013,320000,85000,Diesel
310,Maruti Suzuki Vitara,Maruti,2024,1550000,43000,CNG
311,Toyota Corolla H1,Toyota,2007,200000,96000,Petrol
312,Skoda Rapid Ambition,Skoda,2018,625000,63000,Diesel
313,Mahindra Bolero Power,Mahindra,2018,660000,26000,Diesel
314,Hyundai i10 Era,Hyundai,2011,109000,99500,Hybrid
315,Maruti Suzuki Ritz,Maruti,2010,250000,0,Diesel
316,Mahindra Bolero Power,Mahindra,2018,660000,26000,Diesel
317,Toyota Innova 2.0,Toyota,2005,375000,0,Diesel
318,Maruti Suzuki Wagon,Maruti,2015,350000,70000,Petrol
319,Mahindra Bolero SLE,Mahindra,2016,299998,34709,Diesel
320,Hyundai i20 Sportz,Hyundai,2023,860000,4650,Petrol
321,Maruti Suzuki Ciaz,Maruti,2015,360000,81000,Diesel
322,Maruti Suzuki Swift,Maruti,2019,710000,4550,Petrol
323,Toyota Corolla Altis,Toyota,2018,950000,82350,Petrol
324,Tata Zest Revotron,Tata,2015,189500,73815,Petrol
325,Hyundai Grand i10,Hyundai,2015,350000,56000,Petrol
326,Maruti Suzuki Eeco,Maruti,2024,620000,2800,Petrol
327,Maruti Suzuki Vitara,Maruti,2018,700000,15000,Diesel
328,Skoda Rapid 1.6,Skoda,2016,400000,49000,Petrol
329,Maruti Suzuki Celerio,Maruti,2014,310000,0,Petrol
330,Maruti Suzuki Zen,Maruti,2007,100000,50000,Petrol
331,Toyota Corolla H1,Toyota,2007,200000,96000,Petrol
332,Skoda Rapid Ambition,Skoda,2018,625000,63000,Diesel
333,Mahindra Bolero Power,Mahindra,2018,660000,26000,Diesel
334,Hyundai i10 Era,Hyundai,2011,109000,99500,Hybrid
335,Maruti Suzuki Ritz,Maruti,2010,250000,0,Diesel
336,Mahindra Bolero Power,Mahindra,2018,660000,26000,Diesel
337,Toyota Innova 2.0,Toyota,2005,375000,0,Diesel
338,Maruti Suzuki Wagon,Maruti,2015,350000,70000,Petrol
339,Mahindra Bolero SLE,Mahindra,2016,299998,34709,Diesel
340,Hyundai i20 Sportz,Hyundai,2023,860000,4650,Petrol
341,Maruti Suzuki Ciaz,Maruti,2015,360000,81000,Diesel
342,Maruti Suzuki Swift,Maruti,2019,710000,4550,Petrol
343,Toyota Corolla Altis,Toyota,2018,950000,82350,Petrol
344,Tata Zest Revotron,Tata,2015,189500,73815,Petrol
345,Hyundai Grand i10,Hyundai,2015,350000,56000,Petrol
346,Maruti Suzuki Eeco,Maruti,2024,620000,2800,Petrol
347,Maruti Suzuki Vitara,Maruti,2018,700000,15000,Diesel
348,Skoda Rapid 1.6,Skoda,2016,400000,49000,Petrol
349,Maruti Suzuki Celerio,Maruti,2014,310000,0,Petrol
350,Maruti Suzuki Zen,Maruti,2007,100000,50000,Petrol
351,Maruti Suzuki SX4,Maruti,2011,300000,26000,Petrol
352,Ford EcoSport Titanium,Ford,2016,560000,30000,Petrol
353,Tata Indigo eCS,Tata,2015,160000,80000,Diesel
354,Renault Kwid RXL,Renault,2017,280000,44000,Petrol
355,Tata Nexon XT,Tata,2018,425000,68000,Petrol
356,Renault Kiger RXT,Renault,2023,699000,19000,Petrol
357,Chevrolet Beat,Chevrolet,2012,130000,95000,Diesel
358,Honda Civic 1.8,Honda,2007,330000,20000,Petrol
359,Maruti Suzuki CELERIO,Maruti,2023,525000,16000,Petrol
360,Maruti Suzuki CELERIO,Maruti,2023,525000,16000,Petrol
361,Maruti Suzuki Swift,Maruti,2022,480000,67000,CNG
362,Hyundai EXTER,Hyundai,2023,700000,53900,Petrol
363,Toyota Etios GD,Toyota,2015,290000,75000,Diesel
364,Tata Indigo CS,Tata,2009,175000,7718,Diesel
365,Hyundai Grand i10,Hyundai,2015,395000,48278,Petrol
366,Hyundai i10 ERA,Hyundai,2011,210000,43000,Petrol
367,Mahindra Thar DI,Mahindra,2023,1099999,25000,Diesel
368,Tata ALTROZ XZ,Tata,2022,700000,34000,Petrol
369,Renault Kiger RXZ,Renault,2022,620000,9898,Petrol
370,Renault Kiger RXT,Renault,2023,488888,11875,Petrol
371,Hyundai Eon Sportz,Hyundai,2013,150000,48000,Petrol
372,Maruti Suzuki Swift,Maruti,2016,380000,23852,Diesel
373,Skoda Rapid 1.6,Skoda,2012,420000,51000,Diesel
374,Maruti Suzuki Celerio,Maruti,2020,250000,77175,Petrol
375,Ford EcoSport Titanium,Ford,2016,560000,30000,Petrol
376,Tata Indigo eCS,Tata,2015,160000,80000,Diesel
377,Renault Kwid RXL,Renault,2017,280000,44000,Petrol
378,Tata Nexon XT,Tata,2018,425000,68000,Petrol
379,Renault Kiger RXT,Renault,2023,699000,19000,Petrol
380,Chevrolet Beat,Chevrolet,2012,130000,95000,Diesel
381,Honda Civic 1.8,Honda,2007,330000,20000,Petrol
382,Maruti Suzuki CELERIO,Maruti,2023,525000,16000,Petrol
383,Maruti Suzuki CELERIO,Maruti,2023,525000,16000,Petrol
384,Maruti Suzuki Swift,Maruti,2022,480000,67000,CNG
385,Hyundai EXTER,Hyundai,2023,700000,53900,Petrol
386,Toyota Etios GD,Toyota,2015,290000,75000,Diesel
387,Tata Indigo CS,Tata,2009,175000,7718,Diesel
388,Hyundai Grand i10,Hyundai,2015,395000,48278,Petrol
389,Hyundai i10 ERA,Hyundai,2011,210000,43000,Petrol
390,Mahindra Thar DI,Mahindra,2023,1099999,25000,Diesel
391,Tata ALTROZ XZ,Tata,2022,700000,34000,Petrol
392,Renault Kiger RXZ,Renault,2022,620000,9898,Petrol
393,Renault Kiger RXT,Renault,2023,488888,11875,Petrol
394,Hyundai Eon Sportz,Hyundai,2013,150000,48000,Petrol
395,Maruti Suzuki Swift,Maruti,2016,380000,23852,Diesel
396,Skoda Rapid 1.6,Skoda,2012,420000,51000,Diesel
397,Maruti Suzuki Celerio,Maruti,2020,250000,77175,Petrol
398,Maruti Suzuki Celerio,Maruti,2024,520000,34582,Petrol
399,Skoda Rapid 1.6,Skoda,2012,420000,51000,Diesel
400,Skoda Rapid 1.6,Skoda,2012,420000,51000,Diesel
401,Toyota Corolla,Toyota,2007,200000,96000,Petrol
402,Mahindra Xylo H4,Mahindra,2013,280000,73980,Diesel
403,Toyota Etios Liva,Toyota,2012,215000,85000,Diesel
404,Hyundai Santro Xing,Hyundai,2005,80000,19000,Petrol
405,Honda City 1.5,Honda,2011,189999,90000,Petrol
406,Toyota Etios GD,Toyota,2015,325000,74000,Diesel
407,Ford Figo EXI,Ford,2013,275000,94000,Diesel
408,Maruti Suzuki Baleno,Maruti,2019,425000,58000,Petrol
409,Maruti Suzuki Swift,Maruti,2017,395000,95000,Diesel
410,Maruti Suzuki Ertiga,Maruti,2012,380000,80000,Diesel
411,Hyundai Elite i20,Hyundai,2020,475000,69300,Petrol
412,Maruti Suzuki Ertiga,Maruti,2012,400000,84000,Diesel
413,Tata Safari Storme,Tata,2016,650000,32000,Diesel
414,Maruti Suzuki Swift,Maruti,2015,420000,22000,Diesel
415,Tata Safari Storme,Tata,2016,650000,32000,Diesel
416,Hyundai i10 Magna,Hyundai,2016,350000,28000,Petrol
417,Tata Safari Storme,Tata,2016,650000,32000,Diesel
418,Maruti Suzuki Wagon,Maruti,2016,210000,50000,CNG
419,Mahindra Scorpio 2.6,Mahindra,2005,200000,0,Diesel
420,Nissan MAGNITE XV,Nissan,2023,650000,33000,Petrol
